subject_id,enrolled_date,sex_status,spay_neuter_date,study_status,birth_date,withdrawn_date,inactive_date,death_date,is_euthanized,coat_color
grlsZ5CC4TRR,2015-01,Spayed Female,2013-09,Enrolled Deceased,2012-12,,,2024-12,1.0,light golden
grlsBFQIWUMM,2015-01,Neutered Male,2014-10,Enrolled,2012-12,,,,0.0,light golden
grls7PXINLII,2015-01,Neutered Male,2015-06,Enrolled Deceased,2014-06,,,2020-01,1.0,light golden
grls575BHNJJ,2015-01,Neutered Male,2020-06,Inactive,2014-06,,2021-10,,0.0,light golden
grlsUEMB2W00,2015-01,Intact Male,,Enrolled Deceased,2014-07,,,2021-12,1.0,blonde
grlsCOLX3U11,2015-01,Neutered Male,2014-02,Enrolled Deceased,2013-08,,,2024-10,0.0,medium golden
grls1EYF5OII,2015-01,Spayed Female,2014-02,Enrolled Deceased,2013-08,,,2024-10,1.0,light golden
grls7PP8OHLL,2015-01,Spayed Female,2013-11,Withdrawn,2012-09,2020-01,,,0.0,blonde
grlsZGXWUC99,2015-01,Spayed Female,2014-03,Inactive,2013-09,,2016-12,,0.0,blonde
grls529WL4,2015-01,Spayed Female,2020-02,Enrolled,2014-06,,,,0.0,light golden
grlsL3RY5Q99,2015-01,Spayed Female,2014-07,Enrolled,2013-06,,,,0.0,dark golden
grls21DHI677,2015-01,Neutered Male,2015-10,Enrolled,2014-04,,,,0.0,blonde
grlsQF5ITU77,2015-01,Spayed Female,2019-08,Enrolled,2014-05,,,,0.0,light golden
grls09ZIN1OO,2015-01,Intact Female,,Enrolled,2014-06,,,,0.0,light golden
grls3U9JKEMM,2015-01,Neutered Male,2016-01,Inactive,2013-03,,2018-02,,0.0,blonde
grls01RDAKNN,2015-01,Spayed Female,2015-01,Enrolled,2014-05,,,,0.0,blonde
grls5EIKG100,2015-01,Spayed Female,2015-01,Enrolled,2014-02,,,,0.0,medium golden
grls32TOKEE,2015-01,Spayed Female,2014-12,Enrolled,2014-06,,,,0.0,dark golden
grlsVIXGWZ22,2015-01,Spayed Female,2013-10,Enrolled Deceased,2013-04,,,2024-03,1.0,light golden
grls1JY77077,2015-01,Spayed Female,2014-08,Enrolled Deceased,2014-02,,,2020-12,0.0,dark golden
grls0U11TOTT,2015-01,Spayed Female,2022-02,Enrolled Deceased,2013-02,,,2024-06,1.0,medium golden
grlsDXD41ITT,2015-01,Intact Male,,Withdrawn,2014-04,2025-01,,,0.0,light golden
grlsR0PZT144,2015-01,Spayed Female,2020-12,Enrolled,2013-03,,,,0.0,light golden
grlsFK5ZVO44,2015-01,Spayed Female,2016-03,Withdrawn,2013-06,2017-01,,,0.0,blonde
grls2IYOWC33,2015-01,Neutered Male,2014-12,Enrolled Deceased,2013-10,,,2021-02,0.0,medium golden
grls9HB14OLL,2015-01,Spayed Female,2014-10,Enrolled Deceased,2014-04,,,2022-06,1.0,dark golden
grlsOYXO2GWW,2015-01,Spayed Female,2013-08,Enrolled Deceased,2013-02,,,2023-02,0.0,light golden
grlsPVOG6HYY,2015-01,Neutered Male,2015-06,Enrolled Deceased,2014-03,,,2023-06,1.0,light golden
grlsRGSKYTXX,2015-01,Spayed Female,2014-10,Enrolled,2014-03,,,,0.0,blonde
grlsB1QL68DD,2015-01,Intact Male,,Enrolled,2013-07,,,,0.0,blonde
grls62XRUTII,2015-01,Neutered Male,2014-03,Enrolled,2013-08,,,,0.0,blonde
grlsLIIB3JNN,2015-01,Spayed Female,2016-04,Enrolled,2014-08,,,,0.0,light golden
grls2XGEZCC,2015-02,Neutered Male,2014-05,Withdrawn,2013-11,2019-10,,,0.0,light golden
grlsREG9VNN,2015-01,Spayed Female,2014-12,Enrolled,2014-04,,,,0.0,blonde
grlsQ1GRGQ44,2015-01,Spayed Female,2014-11,Enrolled,2014-07,,,,0.0,light golden
grls1VG5ZO00,2015-01,Spayed Female,2013-12,Enrolled,2013-07,,,,0.0,light golden
grlsHBRO1TFF,2015-01,Intact Male,,Inactive,2013-10,,2025-01,,0.0,blonde
grlsQ0VXQ4TT,2015-01,Neutered Male,2014-02,Enrolled Deceased,2013-09,,,2020-09,0.0,light golden
grlsZ7HINTCC,2015-01,Spayed Female,2014-11,Inactive,2014-05,,2022-01,,0.0,medium golden
grlsFQM4OIAA,2015-01,Intact Male,,Inactive,2014-06,,2025-01,,0.0,light golden
grlsEJUQ9KK,2015-01,Intact Male,,Enrolled Deceased,2014-06,,,2023-11,0.0,medium golden
grlsVAZVQKBB,2015-01,Neutered Male,2013-12,Enrolled Deceased,2013-06,,,2024-02,0.0,medium golden
grls4DM9Y9XX,2015-01,Neutered Male,2015-08,Enrolled Deceased,2014-06,,,2024-05,1.0,blonde
grlsW1UT6NN,2015-01,Neutered Male,2014-11,Enrolled,2014-02,,,,0.0,light golden
grlsSBR1O1DD,2015-01,Neutered Male,2014-07,Enrolled Deceased,2013-12,,,2020-01,0.0,blonde
grls9CIJTG77,2015-01,Intact Male,,Enrolled,2014-05,,,,0.0,dark golden
grlsP3SMJZ22,2015-01,Neutered Male,2014-06,Enrolled Deceased,2013-05,,,2024-04,1.0,light golden
grlsPTB4KOYY,2015-01,Neutered Male,2014-10,Enrolled,2013-11,,,,0.0,medium golden
grlsVL4QAY66,2015-01,Intact Male,,Enrolled,2013-06,,,,0.0,medium golden
grlsOCF45EDD,2015-01,Spayed Female,2014-01,Enrolled Deceased,2013-03,,,2024-04,1.0,light golden
grlsFMNORXX,2015-01,Spayed Female,2013-08,Inactive,2012-12,,2016-02,,0.0,light golden
grls45HWKQYY,2015-01,Spayed Female,2022-06,Enrolled,2014-06,,,,0.0,light golden
grlsJNBT5M66,2015-01,Intact Male,,Enrolled Deceased,2013-04,,,2022-08,1.0,light golden
grlsTFYUPD00,2015-01,Spayed Female,2015-03,Enrolled Deceased,2014-03,,,2021-11,1.0,blonde
grlsWLV7LRR,2015-01,Neutered Male,2013-09,Inactive,2013-03,,2017-06,,0.0,blonde
grlsR71R9599,2015-01,Neutered Male,2015-06,Enrolled,2014-06,,,,0.0,blonde
grls6SCJ3P77,2015-01,Spayed Female,2015-06,Enrolled,2014-02,,,,0.0,dark golden
grlsY7S4AJQQ,2015-01,Neutered Male,2014-05,Enrolled,2013-05,,,,0.0,light golden
grls2RKFZ177,2015-01,Spayed Female,2014-01,Enrolled Deceased,2013-06,,,2024-05,1.0,blonde
grlsO8CDKUU,2015-01,Neutered Male,2019-04,Enrolled,2014-03,,,,0.0,medium golden
grlsAHP3TT88,2015-01,Intact Male,,Enrolled Deceased,2014-04,,,2024-05,1.0,light golden
grlsMZ45KONN,2015-01,Neutered Male,2014-11,Enrolled,2014-07,,,,0.0,medium golden
grls5YLH52RR,2015-01,Neutered Male,2012-12,Inactive,2012-07,,2024-12,,0.0,blonde
grlsBF7BE966,2015-01,Spayed Female,2015-01,Enrolled,2014-06,,,,0.0,light golden
grlsIIS2GMVV,2015-01,Neutered Male,2020-10,Withdrawn,2013-02,2020-12,,,0.0,medium golden
grlsHXB7BKTT,2015-01,Neutered Male,2016-02,Enrolled Deceased,2014-04,,,2018-09,1.0,medium golden
grlsELLCG2EE,2015-01,Neutered Male,2013-10,Enrolled,2013-05,,,,0.0,medium golden
grls1OSZNF11,2015-01,Spayed Female,2018-02,Enrolled Deceased,2014-02,,,2023-11,1.0,dark golden
grlsDO2VF8ZZ,2015-01,Intact Male,,Enrolled Deceased,2014-06,,,2017-08,0.0,medium golden
grls59NQ2KXX,2015-01,Spayed Female,2014-04,Enrolled Deceased,2013-08,,,2024-08,0.0,blonde
grlsSRL159BB,2015-01,Spayed Female,2014-07,Enrolled Deceased,2013-07,,,2023-04,1.0,medium golden
grls3US5YZJJ,2015-01,Spayed Female,2014-01,Enrolled Deceased,2013-07,,,2019-05,0.0,light golden
grlsIZWU3CCC,2015-01,Spayed Female,2014-01,Enrolled Deceased,2013-06,,,2022-10,1.0,light golden
grls2MQWMVHH,2015-01,Spayed Female,2014-10,Enrolled,2013-11,,,,0.0,medium golden
grls9HPESP00,2015-01,Spayed Female,2021-12,Enrolled,2013-12,,,,0.0,medium golden
grlsA4CWD677,2015-01,Neutered Male,2017-05,Enrolled Deceased,2014-07,,,2020-01,0.0,dark golden
grlsFTJF9UMM,2015-01,Neutered Male,2017-05,Enrolled Deceased,2014-07,,,2023-09,1.0,light golden
grls1GKEB022,2015-01,Spayed Female,2014-11,Enrolled,2014-06,,,,0.0,light golden
grls020IW1ZZ,2015-01,Neutered Male,2015-03,Enrolled Deceased,2014-07,,,2021-12,1.0,medium golden
grlsI4KWZ2ZZ,2015-01,Neutered Male,2014-01,Enrolled Deceased,2013-04,,,2022-10,1.0,blonde
grlsTM2KR9LL,2015-02,Spayed Female,2018-06,Inactive,2013-01,,2021-01,,0.0,medium golden
grls40J3I655,2015-02,Spayed Female,2013-05,Enrolled Deceased,2012-10,,,2023-06,0.0,light golden
grlsU7WY2WW,2015-02,Spayed Female,2014-05,Enrolled,2013-12,,,,0.0,blonde
grls6BWVSHKK,2015-02,Neutered Male,2014-07,Enrolled Deceased,2013-04,,,2022-06,1.0,light golden
grlsGOTT0933,2015-02,Spayed Female,2013-11,Enrolled Deceased,2012-10,,,2024-07,0.0,light golden
grlsAW5UKVOO,2015-02,Spayed Female,2013-04,Enrolled Deceased,2012-10,,,2023-06,1.0,medium golden
grlsF6B6A5NN,2015-02,Intact Male,,Inactive,2012-10,,2017-02,,0.0,dark golden
grlsNCBOMVQQ,2015-02,Spayed Female,2014-02,Enrolled,2013-09,,,,0.0,dark golden
grls4JXNLFRR,2015-02,Neutered Male,2013-10,Enrolled Deceased,2013-01,,,2022-09,0.0,light golden
grlsPEHXN2AA,2015-02,Spayed Female,2013-06,Enrolled,2012-11,,,,0.0,blonde
grlsJCL124KK,2015-01,Spayed Female,2016-10,Enrolled Deceased,2013-01,,,2023-07,1.0,blonde
grlsBHWNZTOO,2015-02,Intact Male,,Inactive,2013-01,,2017-05,,0.0,dark golden
grlsYSE2T1LL,2015-01,Intact Male,,Inactive,2014-02,,2019-06,,0.0,light golden
grlsOQDZ9033,2015-02,Spayed Female,2014-07,Enrolled,2014-01,,,,0.0,light golden
grlsISV93MPP,2015-01,Neutered Male,2013-11,Enrolled Deceased,2013-06,,,2023-11,0.0,blonde
grlsDSSQ5M66,2015-02,Intact Male,,Enrolled Deceased,2013-09,,,2023-04,1.0,light golden
grlsC6XXSJJ,2015-01,Spayed Female,2019-07,Enrolled,2013-09,,,,0.0,blonde
grlsLK1QBDD,2015-02,Spayed Female,2014-10,Enrolled Deceased,2013-08,,,2023-06,0.0,medium golden
grlsFY5J2IJJ,2015-01,Intact Female,,Inactive,2012-10,,2016-03,,0.0,light golden
grlsMN3IWOCC,2015-02,Neutered Male,2015-06,Enrolled,2013-11,,,,0.0,light golden
grlsPR5D1FCC,2015-01,Neutered Male,2014-05,Enrolled Deceased,2013-09,,,2020-03,1.0,blonde
grls0RIBHKKK,2015-02,Spayed Female,2013-05,Enrolled,2012-10,,,,0.0,medium golden
grlsNF0KBEHH,2015-02,Spayed Female,2020-01,Enrolled,2013-05,,,,0.0,red
grls1UDS7MJJ,2015-01,Neutered Male,2014-09,Enrolled Deceased,2013-07,,,2022-04,0.0,blonde
grlsPFWAN5MM,2015-02,Intact Male,,Enrolled Deceased,2014-03,,,2024-05,1.0,light golden
grlsACGRRV11,2015-02,Intact Male,,Inactive,2014-03,,2016-02,,0.0,light golden
grlsQ9FQU5SS,2015-01,Neutered Male,2013-12,Enrolled Deceased,2013-06,,,2024-12,1.0,medium golden
grlsRV0M7HXX,2015-01,Spayed Female,2014-10,Enrolled,2014-03,,,,0.0,dark golden
grlsEYQ09YY,2015-02,Spayed Female,2014-12,Enrolled,2014-05,,,,0.0,light golden
grls3ECNOHBB,2015-02,Neutered Male,2016-10,Enrolled Deceased,2014-04,,,2022-10,0.0,light golden
grlsWVQJQ1TT,2015-01,Neutered Male,2017-05,Enrolled,2014-01,,,,0.0,light golden
grlsZS8EN0II,2015-02,Intact Female,,Enrolled Deceased,2014-06,,,2019-10,0.0,light golden
grlsYT67SDAA,2015-02,Neutered Male,2021-09,Enrolled,2014-05,,,,0.0,medium golden
grlsC4G2DW00,2015-02,Intact Male,,Enrolled Deceased,2014-07,,,2021-11,1.0,light golden
grlsKU5NXIQQ,2015-02,Intact Male,,Inactive,2014-02,,2019-03,,0.0,light golden
grlsPNSJCRRR,2015-02,Intact Female,,Enrolled Deceased,2014-04,,,2020-09,0.0,blonde
grls1N8O3I33,2015-02,Neutered Male,2015-08,Enrolled,2014-07,,,,0.0,blonde
grlsCT254PQQ,2015-01,Neutered Male,2018-11,Enrolled,2014-07,,,,0.0,light golden
grlsM1PFTO77,2015-02,Spayed Female,2016-05,Enrolled,2014-06,,,,0.0,light golden
grlsHY06UYFF,2015-02,Intact Male,,Enrolled,2013-12,,,,0.0,medium golden
grlsHXQLC6GG,2015-02,Intact Male,,Withdrawn,2013-11,2025-01,,,0.0,blonde
grls871HJUOO,2015-02,Intact Female,,Withdrawn,2014-05,2025-01,,,0.0,light golden
grlsOG65MK55,2015-01,Neutered Male,2014-07,Enrolled,2013-10,,,,0.0,blonde
grls9VGH9WKK,2014-12,Neutered Male,2014-12,Enrolled,2013-07,,,,0.0,light golden
grlsW0REL2WW,2015-01,Neutered Male,2014-09,Enrolled Deceased,2013-12,,,2023-12,1.0,light golden
grlsX4N7HASS,2015-02,Intact Male,,Inactive,2014-03,,2021-11,,0.0,light golden
grlsNZ3N1DGG,2015-02,Neutered Male,2015-04,Enrolled,2014-04,,,,0.0,light golden
grlsDP2KHHRR,2015-02,Intact Male,,Enrolled,2013-12,,,,0.0,blonde
grls4J23FPEE,2015-01,Spayed Female,2014-03,Withdrawn,2013-09,2017-01,,,0.0,light golden
grlsAGL6KI22,2015-02,Spayed Female,2023-09,Enrolled,2014-03,,,,0.0,red
grlsLM0V30LL,2015-02,Spayed Female,2014-04,Enrolled Deceased,2013-09,,,2024-07,1.0,medium golden
grls54WONKZZ,2015-02,Spayed Female,2015-01,Enrolled Deceased,2014-06,,,2020-03,1.0,light golden
grlsFQJHE177,2015-02,Spayed Female,2018-06,Enrolled,2014-07,,,,0.0,blonde
grlsWE7RIODD,2015-02,Neutered Male,2017-10,Enrolled Deceased,2014-06,,,2024-04,1.0,blonde
grlsBIVYMAJJ,2015-02,Spayed Female,2015-01,Enrolled,2014-06,,,,0.0,medium golden
grlsDJRE99ZZ,2015-02,Spayed Female,2015-04,Enrolled,2014-06,,,,0.0,light golden
grlsWK6TLZ88,2015-02,Neutered Male,2019-03,Enrolled Deceased,2014-07,,,2024-11,1.0,medium golden
grlsU2736TJJ,2015-02,Intact Female,,Inactive,2014-07,,2021-04,,0.0,dark golden
grlsHRUPI9FF,2015-02,Spayed Female,2015-08,Enrolled Deceased,2014-06,,,2022-06,1.0,medium golden
grlsC12QLSMM,2015-02,Spayed Female,2015-12,Enrolled Deceased,2014-06,,,2018-06,0.0,medium golden
grlsMJQO54ZZ,2015-02,Spayed Female,2017-02,Enrolled,2014-06,,,,0.0,medium golden
grlsYH2JVNN,2015-02,Spayed Female,2019-11,Enrolled Deceased,2014-06,,,2024-02,1.0,medium golden
grlsYKNM1WW,2015-02,Neutered Male,2014-12,Enrolled Deceased,2014-04,,,2023-03,1.0,light golden
grlsSBZHW4PP,2015-01,Neutered Male,2022-08,Enrolled,2014-01,,,,0.0,light golden
grlsUOLGNQNN,2015-02,Neutered Male,2015-11,Enrolled,2014-04,,,,0.0,red
grlsDK126FHH,2015-01,Neutered Male,2015-11,Enrolled Deceased,2013-09,,,2024-02,1.0,red
grlsZBW8ZKLL,2015-01,Intact Male,,Enrolled Deceased,2013-07,,,2018-08,0.0,light golden
grlsH1FCL5JJ,2015-01,Intact Male,,Enrolled Deceased,2014-04,,,2022-05,1.0,light golden
grlsIZERCUKK,2015-02,Intact Male,,Enrolled Deceased,2013-09,,,2018-11,0.0,light golden
grlsD2EUN3FF,2015-02,Spayed Female,2013-10,Enrolled Deceased,2013-04,,,2024-04,1.0,red
grlsLQKQCJZZ,2015-02,Spayed Female,2014-10,Enrolled,2014-04,,,,0.0,dark golden
grlsV0UTT8EE,2014-12,Spayed Female,2014-01,Enrolled,2013-07,,,,0.0,medium golden
grlsZKOGW2AA,2015-02,Spayed Female,2019-12,Enrolled Deceased,2013-12,,,2024-07,1.0,medium golden
grlsX6LVQQ00,2015-02,Neutered Male,2013-12,Enrolled Deceased,2013-06,,,2020-10,1.0,light golden
grlsBWTOXKOO,2015-02,Neutered Male,2013-10,Enrolled Deceased,2013-03,,,2022-06,1.0,medium golden
grlsFSW6J4TT,2015-02,Intact Female,,Enrolled Deceased,2014-06,,,2019-01,0.0,blonde
grlsSAU48E33,2015-02,Intact Female,,Enrolled Deceased,2013-02,,,2015-12,0.0,blonde
grls7ZCWBCQQ,2015-02,Intact Female,,Inactive,2013-02,,2018-01,,0.0,blonde
grlsQB7DQ0OO,2015-02,Spayed Female,,Enrolled,2014-06,,,,0.0,light golden
grls4ORNNL33,2015-02,Neutered Male,2014-01,Enrolled,2013-07,,,,0.0,blonde
grlsSCDNL7GG,2015-01,Spayed Female,2013-10,Enrolled,2013-08,,,,0.0,light golden
grlsQYLHQ455,2015-02,Intact Male,,Enrolled Deceased,2014-07,,,2018-08,0.0,light golden
grlsEK6T8E11,2015-02,Neutered Male,2015-07,Enrolled Deceased,2014-06,,,2023-08,1.0,blonde
grlsQMJPVG77,2015-02,Intact Male,,Enrolled Deceased,2014-06,,,2024-12,1.0,dark golden
grlsVCOWTN99,2015-02,Neutered Male,2014-11,Enrolled Deceased,2013-06,,,2023-11,0.0,dark golden
grls2MEMVE22,2015-02,Spayed Female,2016-09,Enrolled,2014-04,,,,0.0,light golden
grlsJBO0ZMYY,2015-01,Spayed Female,2017-08,Enrolled,2013-04,,,,0.0,light golden
grls3JBT2T99,2015-01,Neutered Male,2021-01,Enrolled Deceased,2013-02,,,2024-11,0.0,medium golden
grlsMU7MCXRR,2015-02,Intact Female,,Enrolled Deceased,2014-06,,,2025-01,1.0,light golden
grlsTYFNBPP,2015-02,Spayed Female,2015-11,Enrolled,2014-06,,,,0.0,light golden
grlsA7XQVQ,2015-02,Neutered Male,2015-04,Withdrawn,2014-07,2018-01,,,0.0,light golden
grls08SO0S44,2015-02,Spayed Female,2019-04,Enrolled,2014-03,,,,0.0,dark golden
grls8YZFOQUU,2015-01,Neutered Male,2014-08,Enrolled Deceased,2014-01,,,2024-12,0.0,medium golden
grlsCOJT3VV,2015-02,Spayed Female,2014-08,Enrolled Deceased,2014-01,,,2024-07,1.0,blonde
grlsGPIRLHQQ,2015-02,Spayed Female,2022-04,Enrolled,2014-06,,,,0.0,blonde
grlsEM40KBMM,2015-01,Neutered Male,2015-04,Enrolled Deceased,2014-02,,,2022-04,1.0,blonde
grlsV3HNKMHH,2015-02,Spayed Female,2022-08,Enrolled,2014-05,,,,0.0,light golden
grlsKWEWCBTT,2015-02,Spayed Female,2013-11,Enrolled Deceased,2012-12,,,2024-03,0.0,medium golden
grlsBH3SNYOO,2015-02,Spayed Female,2014-08,Enrolled Deceased,2013-05,,,2023-10,1.0,blonde
grls9H1DAHMM,2015-01,Intact Female,,Enrolled Deceased,2014-05,,,2022-12,1.0,dark golden
grlsOSHXKQSS,2015-02,Spayed Female,2015-03,Enrolled,2014-03,,,,0.0,light golden
grls0CXB5W99,2015-02,Neutered Male,2016-05,Enrolled,2014-04,,,,0.0,light golden
grls74OZS22,2015-02,Spayed Female,2013-07,Inactive,2013-01,,2015-10,,0.0,medium golden
grlsEU20O6AA,2015-02,Neutered Male,2016-02,Enrolled Deceased,2013-08,,,2023-07,0.0,medium golden
grlsMJU7ED,2015-02,Spayed Female,2014-02,Withdrawn,2013-08,2019-12,,,0.0,light golden
grlsNCXK27MM,2014-10,Spayed Female,2020-05,Enrolled,2013-10,,,,0.0,medium golden
grlsU02GKYQQ,2015-02,Spayed Female,2014-09,Enrolled Deceased,2013-02,,,2017-05,0.0,light golden
grls9TCORNYY,2015-01,Neutered Male,2013-12,Enrolled Deceased,2013-01,,,2020-05,0.0,light golden
grlsQGFTFYJJ,2015-02,Neutered Male,2014-08,Enrolled Deceased,2014-05,,,2020-02,1.0,light golden
grlsOIKGNPMM,2015-02,Spayed Female,2021-01,Enrolled,2013-03,,,,0.0,red
grls6YVS6OCC,2015-02,Intact Male,,Inactive,2013-06,,2020-02,,0.0,light golden
grlsQ69TSEMM,2015-02,Neutered Male,2014-08,Enrolled Deceased,2012-10,,,2023-10,1.0,blonde
grlsHCEJMEYY,2015-02,Neutered Male,2015-09,Enrolled,2014-04,,,,0.0,dark golden
grls9HFQFSEE,2015-02,Intact Female,,Inactive,2013-01,,2016-02,,0.0,light golden
grlsO93PIR55,2015-02,Intact Female,,Enrolled Deceased,2014-05,,,2022-08,1.0,light golden
grlsL6EF95KK,2015-02,Neutered Male,2014-12,Inactive,2013-12,,2018-02,,0.0,light golden
grlsXBV6QUPP,2015-02,Spayed Female,2014-02,Enrolled Deceased,2013-09,,,2022-11,0.0,light golden
grlsSPUWEPWW,2015-02,Spayed Female,2023-03,Enrolled,2013-01,,,,0.0,light golden
grlsVBIR52YY,2015-02,Neutered Male,2013-05,Enrolled Deceased,2012-12,,,2024-08,1.0,medium golden
grls5K0U4OFF,2015-01,Neutered Male,2022-08,Enrolled,2014-03,,,,0.0,light golden
grlsPRKQET99,2015-02,Spayed Female,2013-05,Enrolled Deceased,2012-12,,,2024-02,1.0,medium golden
grls7K5JPQDD,2015-02,Intact Female,,Withdrawn,2013-11,2025-01,,,0.0,blonde
grls4UW71QLL,2015-02,Intact Male,,Enrolled Deceased,2014-02,,,2023-08,1.0,light golden
grlsA71DQVVV,2015-02,Neutered Male,2014-01,Enrolled Deceased,2013-01,,,2022-04,0.0,medium golden
grlsEAMQWTKK,2015-02,Spayed Female,2020-11,Enrolled,2014-04,,,,0.0,medium golden
grlsM5R5TQNN,2015-02,Neutered Male,2015-12,Inactive,2014-06,,2020-04,,0.0,light golden
grlsTZZ57RPP,2015-02,Spayed Female,2021-12,Enrolled,2014-07,,,,0.0,red
grlsLQB8A0FF,2015-02,Intact Male,,Enrolled,2014-04,,,,0.0,dark golden
grlsXV9PLPQQ,2015-02,Spayed Female,2016-10,Enrolled,2014-05,,,,0.0,light golden
grlsGJCD8LL,2015-02,Spayed Female,2014-08,Enrolled,2013-04,,,,0.0,blonde
grlsZTVI29JJ,2015-02,Neutered Male,2015-01,Enrolled,2014-07,,,,0.0,medium golden
grlsSBT32QTT,2015-02,Intact Female,,Withdrawn,2014-04,2016-02,,,0.0,light golden
grlsK8JL2ZZ,2015-02,Neutered Male,2015-10,Enrolled,2014-08,,,,0.0,light golden
grlsDZHFSRMM,2015-02,Spayed Female,2015-01,Enrolled,2014-06,,,,0.0,medium golden
grlsABXKY511,2015-02,Spayed Female,2015-08,Enrolled,2014-05,,,,0.0,medium golden
grlsHEN2HZ55,2015-02,Neutered Male,2016-08,Enrolled,2014-08,,,,0.0,medium golden
grlsCI5MVMDD,2015-02,Neutered Male,2016-11,Inactive,2014-04,,2017-12,,0.0,light golden
grlsPIPT5SWW,2015-02,Spayed Female,2019-02,Enrolled,2013-11,,,,0.0,dark golden
grlsYSCKJPUU,2015-02,Spayed Female,2014-05,Enrolled,2013-02,,,,0.0,light golden
grlsZ75QYATT,2015-02,Spayed Female,2014-11,Enrolled Deceased,2014-06,,,2024-09,0.0,light golden
grlsS4N38NEE,2015-02,Spayed Female,2014-05,Enrolled,2013-07,,,,0.0,medium golden
grls54QYO55,2015-02,Neutered Male,2021-10,Enrolled Deceased,2013-07,,,2022-06,0.0,light golden
grlsFUZDSRYY,2015-02,Spayed Female,2019-03,Enrolled,2014-05,,,,0.0,medium golden
grls24NY4622,2015-02,Spayed Female,2020-08,Withdrawn,2014-03,2023-03,,2023-03,0.0,blonde
grlsJ7RDPHKK,2015-02,Spayed Female,2015-09,Enrolled Deceased,2014-04,,,2021-02,1.0,medium golden
grls19LCJPHH,2015-02,Spayed Female,2014-01,Enrolled Deceased,2013-03,,,2024-05,1.0,light golden
grlsPG2IIE44,2015-02,Spayed Female,2020-09,Enrolled,2014-07,,,,0.0,light golden
grls6LO79NAA,2015-02,Spayed Female,2015-01,Enrolled,2014-06,,,,0.0,medium golden
grlsWTEQZA99,2015-02,Neutered Male,2018-10,Enrolled,2014-08,,,,0.0,light golden
grls27Z1P2NN,2015-02,Spayed Female,2015-01,Enrolled,2014-07,,,,0.0,light golden
grlsEO82XEOO,2015-02,Spayed Female,2015-04,Enrolled Deceased,2014-02,,,2024-07,1.0,light golden
grlsUU7H5BUU,2015-02,Spayed Female,2014-12,Enrolled Deceased,2014-05,,,2017-12,0.0,blonde
grlsDAGOI9ZZ,2015-02,Neutered Male,2017-08,Enrolled Deceased,2014-07,,,2024-07,1.0,medium golden
grls3XBWRSQQ,2015-02,Spayed Female,2015-01,Enrolled Deceased,2014-07,,,2023-05,1.0,red
grlsNB7KM6WW,2015-02,Spayed Female,2015-01,Enrolled,2014-07,,,,0.0,blonde
grlsMNPUVE00,2015-02,Spayed Female,2013-08,Enrolled Deceased,2013-01,,,2022-11,1.0,blonde
grlsKTQEYMKK,2015-02,Neutered Male,2015-07,Enrolled Deceased,2013-08,,,2022-08,1.0,light golden
grlsIR3T6HDD,2015-02,Neutered Male,2017-01,Enrolled Deceased,2013-08,,,2018-01,0.0,blonde
grlsK604SFEE,2015-02,Neutered Male,2014-10,Enrolled,2014-04,,,,0.0,medium golden
grlsB1C8Z3DD,2015-02,Spayed Female,2014-04,Enrolled,2013-09,,,,0.0,light golden
grlsOLYE3CEE,2015-02,Neutered Male,2023-08,Enrolled,2013-07,,,,0.0,dark golden
grlsTIU0XG22,2015-02,Intact Female,,Inactive,2013-11,,2018-02,,0.0,blonde
grlsAV6ERYEE,2015-02,Intact Female,,Inactive,2013-04,,2020-02,,0.0,blonde
grlsN5BRDKGG,2015-02,Neutered Male,2013-12,Enrolled,2013-02,,,,0.0,light golden
grlsCMH4LVV,2015-02,Spayed Female,2014-05,Withdrawn,2013-10,2017-01,,,0.0,dark golden
grls4ECKYCTT,2015-02,Neutered Male,2015-09,Enrolled,2014-04,,,,0.0,blonde
grlsEQTN7K,2015-02,Neutered Male,2016-07,Inactive,2013-08,,2018-03,,0.0,light golden
grls7VBP7RUU,2015-02,Intact Female,,Inactive,2014-04,,2025-01,,0.0,light golden
grlsTWPXQGG,2015-02,Neutered Male,2016-12,Inactive,2014-06,,2016-12,,0.0,medium golden
grls5JAZJOUU,2015-02,Spayed Female,2017-03,Enrolled Deceased,2014-01,,,2024-12,0.0,light golden
grls7L0Z2HRR,2015-02,Spayed Female,2014-04,Enrolled,2013-09,,,,0.0,blonde
grls6J8CR300,2015-02,Spayed Female,2014-04,Enrolled Deceased,2013-04,,,2023-08,1.0,medium golden
grlsZV195TEE,2015-02,Neutered Male,2014-09,Inactive,2013-11,,2018-01,,0.0,medium golden
grls2WVR3IQQ,2015-02,Neutered Male,2015-04,Enrolled,2013-12,,,,0.0,light golden
grlsOHF03CRR,2015-02,Intact Male,,Enrolled,2014-06,,,,0.0,medium golden
grls7YEZWGBB,2015-02,Spayed Female,2014-04,Inactive,2013-10,,2016-02,,0.0,blonde
grls17J6WYY,2015-02,Intact Male,,Inactive,2014-03,,2016-01,,0.0,blonde
grlsYW0MLUU,2014-10,Neutered Male,2015-10,Inactive,2013-12,,2021-05,,0.0,light golden
grlsZ2WGKQQ,2015-02,Spayed Female,2013-08,Enrolled Deceased,2013-01,,,2021-12,1.0,medium golden
grlsJ8YI4W22,2015-02,Spayed Female,2015-04,Enrolled,2012-12,,,,0.0,light golden
