subject_id,enrolled_date,sex_status,spay_neuter_date,study_status,birth_date,withdrawn_date,inactive_date,death_date,is_euthanized,coat_color
grlsRP7YX7RR,2013-05,Spayed Female,2012-09,Enrolled Deceased,2012-02,,,2023-01,1.0,medium golden
grlsLV3DSCLL,2013-05,Neutered Male,2012-05,Inactive,2011-12,,2015-04,,0.0,light golden
grlsE3JWJG33,2013-05,Neutered Male,2013-04,Enrolled,2012-05,,,,0.0,dark golden
grlsSD3RJBJJ,2013-05,Neutered Male,2013-04,Enrolled Deceased,2012-09,,,2021-03,1.0,medium golden
grlsM5FXIJDD,2013-04,Intact Female,,Enrolled Deceased,2011-11,,,2023-09,1.0,light golden
grlsVWFN7MZZ,2013-05,Spayed Female,2012-02,Enrolled Deceased,2011-07,,,2021-11,1.0,medium golden
grlsU2A1VSGG,2013-05,Spayed Female,2013-05,Enrolled Deceased,2012-10,,,2022-08,1.0,blonde
grlsMEIYX9UU,2013-05,Intact Male,,Enrolled,2012-05,,,,0.0,blonde
grls2AHBWF,2013-05,Neutered Male,2014-01,Enrolled Deceased,2012-10,2016-02,,2022-02,0.0,light golden
grlsUB0LLIEE,2013-04,Neutered Male,2013-10,Enrolled Deceased,2012-09,,,2022-06,1.0,light golden
grlsC5YM2HWW,2013-05,Neutered Male,2014-06,Enrolled Deceased,2012-09,,,2021-05,1.0,light golden
grlsKLHVOQ00,2013-05,Neutered Male,2012-09,Enrolled Deceased,2012-04,,,2023-12,0.0,blonde
grls59HBPYNN,2013-05,Spayed Female,2013-04,Enrolled Deceased,2011-03,,,2021-08,1.0,medium golden
grlsRH18HHQQ,2013-05,Neutered Male,2013-05,Enrolled Deceased,2012-03,,,2021-10,1.0,light golden
grls9UMJSHSS,2013-05,Spayed Female,2013-05,Inactive,2012-11,,2015-06,,0.0,light golden
grlsMI3ZSXFF,2013-05,Neutered Male,2020-05,Enrolled,2012-10,,,,0.0,dark golden
grls1Y9WQK22,2013-05,Spayed Female,2012-12,Inactive,2012-05,,2015-06,,0.0,blonde
grls17FS6T00,2013-05,Spayed Female,2012-08,Enrolled,2012-01,,,,0.0,blonde
grlsJ4D4L,2013-05,Spayed Female,2011-11,Enrolled Deceased,2011-06,,,2023-07,1.0,blonde
grls9CHO6Q22,2013-05,Spayed Female,2011-08,Withdrawn,2011-02,2024-04,,,0.0,medium golden
grls60PTJPGG,2013-05,Spayed Female,2013-05,Enrolled Deceased,2012-08,,,2017-11,0.0,blonde
grlsCSRZJ566,2013-05,Intact Male,,Enrolled Deceased,2011-05,,,2020-07,1.0,red
grls82YV1J66,2013-05,Neutered Male,2012-06,Enrolled Deceased,2012-02,,,2023-09,1.0,dark golden
grlsQ6B8XB77,2013-05,Neutered Male,2012-06,Enrolled Deceased,2012-02,,,2024-02,1.0,light golden
grlsYI05S9OO,2013-05,Spayed Female,2012-06,Enrolled,2011-05,,,,0.0,blonde
grlsLON5DWWW,2013-05,Neutered Male,2013-09,Enrolled,2012-11,,,,0.0,dark golden
grlsE0PPYZOO,2013-05,Neutered Male,2013-05,Enrolled Deceased,2012-10,,,2020-03,0.0,light golden
grlsUVO4GJJ,2013-05,Neutered Male,2013-06,Enrolled,2012-10,,,,0.0,light golden
grlsVHXZ6SOO,2013-05,Intact Male,,Inactive,2011-04,,2015-06,,0.0,dark golden
grlsQ1S4CRTT,2013-05,Neutered Male,2014-07,Inactive,2011-05,,2017-06,,0.0,dark golden
grlsRB7HJ7JJ,2013-05,Neutered Male,2013-03,Enrolled,2012-09,,,,0.0,light golden
grlsOR8RUFF,2013-05,Intact Male,,Enrolled Deceased,2012-05,,,2021-04,1.0,red
grlsQCGOBDLL,2013-05,Neutered Male,2013-02,Enrolled Deceased,2012-06,,,2021-06,0.0,blonde
grlsRUY4QMFF,2013-05,Neutered Male,2011-11,Enrolled Deceased,2011-04,,,2023-12,0.0,light golden
grlsM80CY500,2013-05,Neutered Male,2014-05,Inactive,2012-10,,2018-06,,0.0,light golden
grlsCZD67766,2013-05,Spayed Female,2016-06,Enrolled Deceased,2011-04,,,2021-06,0.0,light golden
grls7P4NN355,2013-05,Intact Male,,Enrolled Deceased,2011-04,,,2021-02,0.0,light golden
grlsTIM0LS55,2013-05,Spayed Female,2012-06,Enrolled Deceased,2012-01,,,2024-02,1.0,light golden
grlsZVPKBWQQ,2013-05,Neutered Male,2012-09,Inactive,2012-01,,2024-04,,0.0,light golden
grls7K7O3OJJ,2013-05,Spayed Female,2013-10,Enrolled Deceased,2012-10,,,2020-10,1.0,light golden
grls4YWCFZZZ,2013-05,Neutered Male,2018-11,Inactive,2011-10,,2019-05,,0.0,medium golden
grls2H94VG00,2013-05,Neutered Male,2012-04,Enrolled Deceased,2011-08,,,2024-08,1.0,dark golden
grls35EKPBEE,2013-05,Neutered Male,2011-12,Enrolled Deceased,2011-05,,,2020-12,0.0,light golden
grlsCF3EMZLL,2013-05,Spayed Female,2012-07,Enrolled Deceased,2011-09,,,2023-07,1.0,blonde
grlsBLVCX2EE,2013-06,Spayed Female,2012-05,Enrolled,2012-01,,,,0.0,light golden
grlsWLDTYLFF,2013-05,Intact Male,,Inactive,2011-05,,2024-05,,0.0,medium golden
grlsYYKL9EMM,2013-06,Spayed Female,2012-11,Enrolled Deceased,2012-05,,,2021-08,0.0,medium golden
grlsWFV3QDBB,2013-06,Intact Female,,Inactive,2012-09,,2016-04,,0.0,light golden
grls88B2P9DD,2013-06,Spayed Female,2013-03,Enrolled Deceased,2012-09,,,2021-06,1.0,blonde
grlsE4UWZL11,2013-06,Intact Male,,Inactive,2012-10,,2024-04,,0.0,medium golden
grlsL7EU8JJJ,2013-06,Intact Male,,Enrolled Deceased,2011-10,,,2020-09,0.0,medium golden
